,А,Е,Ё,И,О,У,Ы,Э,Ю,Я,А',Е',Ё',И',О',У',Ы',Э',Ю',Я',Б,Б',В,В',Г,Г',Д,Д',Ж,З,З',Й,К,К',Л,Л',М,М',Н,Н',П,П',Р,Р',С,С',Т,Т',Ф,Ф',Х,Х',Ц,Ч,Ш,Щ
P,0.049,0.050,0.050,0.041,0.067,0.017,0.010,0.004,0.004,0.013,0.046,0.039,0.050,0.015,0.037,0.012,0.006,0.001,0.002,0.011,0.013,0.005,0.028,0.011,0.012,0.003,0.020,0.017,0.008,0.013,0.002,0.013,0.030,0.003,0.020,0.017,0.025,0.007,0.040,0.024,0.020,0.006,0.024,0.014,0.032,0.017,0.055,0.020,0.002,0.001,0.008,0.001,0.004,0.020,0.012,0.003
